k_h_Mpc,P_delta_delta_z0,P_delta_delta_z0.5,P_delta_delta_z1,P_delta_delta_z2,P_delta_delta_z3,P_delta_delta_z4
0.00023612867007371545,1118.4890011793063,631.6659756703449,382.8024574498924,157.3998038305896,80.19305950603088,49.02013001257829
0.00024705185972180945,1188.7045738579134,672.7105330238181,408.20185056689263,167.86935054594792,85.29348247281078,52.03353044436771
0.00025848035045024657,1262.3974876979305,716.2004632173599,435.289720307247,179.11800479271517,90.78029910031418,55.274001294972095
0.00027043751722458375,1339.4369781019868,762.143203968206,464.11182222146806,191.18975297685418,96.68104130343878,58.75929039649839
0.00028294781632414514,1419.623709275332,810.5126821956994,494.6979336674666,204.12618280963855,103.02372663775424,62.50795799375883
0.00029603683536303543,1502.684152737059,861.244964767562,527.05888946181,217.96542972221556,109.83646654537165,66.53922298865757
0.0003097313456250994,1588.2599539040316,914.2297031353631,561.1805448930676,232.73973452360366,117.1465321377185,70.87255886452368
0.0003240593568198693,1675.906631867822,969.3086111082328,597.0227963006342,248.47524695495352,124.98048006817339,75.5278394142902
0.0003390501743714938,1765.0846618824605,1026.2660388227112,634.5119487080242,265.1880618416922,133.3622966223114,80.52439372233991
0.0003547344593578235,1855.1608002449573,1084.828693750049,673.5403188924192,282.8844996096037,142.31387441668087,85.88138452400304
0.000371144291222247,1945.4066827100937,1144.659473872861,713.9594202388803,301.5565928069885,151.8524894631461,91.61634069753077
0.0003883132333865442,2035.001469584785,1205.3567996352178,755.579037241186,321.18192097214137,161.99117323669242,97.74557745552532
0.0004062764018989559,2123.042220023154,1266.4541657491893,798.1637684433933,341.7197669257604,172.73614238783716,104.28261482222577
0.0004250705372578776,2208.5490868641746,1327.4201929252526,841.4314594371176,363.1099357207072,184.08648923177802,111.23817622050565
0.00044473407955807987,2290.4864232027303,1387.6654342143818,885.0538950447104,385.27053032512526,196.03222470430717,118.61883203657123
0.00046530724711315436,2367.775645247544,1446.5460367191686,928.656564189292,408.0960753915252,208.5530387660073,126.42629810143534
0.0004868321187149924,2439.32151685301,1503.3743372536208,971.8224097808711,431.4566670401999,221.61716480104963,134.65659517729688
0.0005093527196985459,2504.039569607297,1557.4308277032017,1014.0961019027021,455.1966784155708,235.17956269464432,143.29866664019113
0.0005329151119878973,2560.8776057574987,1607.9754391873707,1054.9890440740635,479.1350062733248,249.1814281077829,152.3340041457351
