z,H_z_km_s_Mpc,E_z,q_z
3.0300000000000002,332.5629509994317,5.073811137377858,0.5839656449439441
3.04,333.870273322638,5.093756553858235,0.5821999027776701
3.0500000000000003,335.1780359579856,5.113708688046161,0.580470897771443
3.06,336.4862575449482,5.13366782431838,0.5787783961958202
3.0700000000000003,337.79495681239865,5.153634248415572,0.5771221654380361
3.08,339.1041525759501,5.173608247401786,0.5755019437618376
3.09,340.4138636848799,5.1935901088546785,0.5739166726421807
3.1,341.7241077364377,5.213580101250098,0.5723644699303292
3.11,343.03490096833093,5.233578472321778,0.570844221541593
3.12,344.34625962095356,5.2535854698444355,0.5693556816379624
3.13,345.65820000641014,5.273601342686859,0.5678986483488955
3.14,346.970738506444,5.293626340780288,0.5664729208739212
3.15,348.2838915704141,5.313660715087559,0.5650782994910004
3.16,349.5976757133222,5.333704717572998,0.5637145855654309
3.17,350.9121075138876,5.35375860117305,0.5623815815557542
3.18,352.22720361266926,5.373822619767629,0.5610788429740954
3.19,353.5429802906389,5.393897021750536,0.5598047271287803
3.2,354.85945185332037,5.41398202537677,0.5585574854842321
3.21,356.1766320456366,5.434077840348411,0.557336583617988
3.22,357.49453466479946,5.454184677165298,0.5561418540823504
3.23,358.8131735589738,5.474302747104643,0.5549731304834729
3.24,360.1325626258468,5.494432262199203,0.5538302474057264
3.25,361.4527158112296,5.514573435215953,0.5527130404129821
3.2600000000000002,362.77364710769274,5.534726479635254,0.5516213460515984
3.27,364.09537055323517,5.554891609630562,0.5505550002369299
3.2800000000000002,365.4179002272193,5.575069040006397,0.5495133823072389
3.29,366.74124946770985,5.595258974257531,0.5484947930494439
3.3000000000000003,368.0654297952054,5.6154615881486825,0.5474978439818929
3.31,369.39045249961276,5.635677053926504,0.5465222412571946
3.3200000000000003,370.71632890834906,5.655905544409933,0.5455678500500019
3.33,372.0430703853393,5.676147232974892,0.5446345363755529
3.34,373.3706883300377,5.696402293539365,0.5437221670903658
3.35,374.69919417647264,5.716670900548824,0.542830609890683
3.36,376.02859939231286,5.736953228961978,0.541959733311123
3.37,377.35891547795575,5.757249454236871,0.5411094049233611
3.38,378.69015396251314,5.777559752269633,0.5402790758877882
3.39,380.022325682018,5.797884288382302,0.539467253803211
3.4,381.35543985514505,5.818223203221375,0.5386727412152141
3.41,382.6895055008153,5.83857663438577,0.5378952984962093
3.42,384.02453166522037,5.858944719890462,0.5371348188744252
3.43,385.3605274211409,5.879327598156089,0.5363911962735703
3.44,386.69750186727885,5.899725407998762,0.5356643253110995
3.45,388.035464127607,5.920138288620138,0.534954101297126
3.46,389.37442335072893,5.940566379597665,0.5342604202309531
3.47,390.7143887092589,5.961009820875107,0.533583178798507
3.48,392.0553693992092,5.98146875275321,0.5329220782431368
3.49,393.3973742949507,6.001943310625535,0.5322759756687663
3.5,394.7404108059919,6.0224336075366836,0.5316437024504523
3.5100000000000002,396.08448596160815,6.042939750730157,0.5310249446401736
3.52,397.4296068113345,6.063461847758555,0.5304196187350907
3.5300000000000002,398.7757804245053,6.084000006476547,0.52982764179315
3.54,400.12301388979756,6.104554335033908,0.5292489314309854
3.5500000000000003,401.47131431478476,6.125124941868712,0.5286834058171992
3.56,402.82068882549856,6.145711935700642,0.5281309836728725
3.5700000000000003,404.1711445660016,6.166315425524473,0.5275915842685208
3.58,405.52268869796757,6.1869355206036705,0.5270651031698912
3.59,406.8753283571849,6.207572329806773,0.5265509229590895
3.6,408.22906978259465,6.228225948319394,0.5260479633553243
3.61,409.5839183565886,6.248896458259037,0.5255556451422625
3.62,410.93987944214547,6.269583941447028,0.5250738838941971
3.63,412.2969584173752,6.290288479935543,0.5246026153569112
3.64,413.65516067520514,6.3110101560028244,0.5241417757143791
3.65,415.0144916230696,6.331749052148441,0.5236913015854443
3.66,416.3749566826077,6.352505251088683,0.5232511300211684
3.67,417.73656128936614,6.37327883575202,0.5228211985023319
